Year,Month,Date,Model,Dealer ID,Quantity Sold,Profit
2019,January,2019-01-01 23:00:00,Kia Sportage,1288,3,8700.0
2019,January,2019-01-01 23:00:00,Nissan Altima,1288,18,28200.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1288,18,111400.0
2019,January,2019-01-01 23:00:00,Honda Civic,1288,25,96200.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1288,16,102700.0
2019,January,2019-01-01 23:00:00,Audi Q5,1288,2,8000.0
2019,January,2019-01-01 23:00:00,Audi Q5,1288,2,8000.0
2019,January,2019-01-01 23:00:00,Ford Escape,1288,13,30700.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1288,15,48300.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1288,24,133500.0
2019,January,2019-01-01 23:00:00,Honda Ridgeline,1212,17,49100.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1212,3,17800.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1212,3,13200.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1212,4,22100.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1212,19,101600.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1212,14,55000.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1212,11,73600.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1222,19,98900.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1222,7,34800.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1222,12,69100.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1222,12,35500.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1222,18,78900.0
2019,January,2019-01-01 23:00:00,Subaru Forester,1222,21,69800.0
2019,January,2019-01-01 23:00:00,Mazda CX-5,1222,18,48000.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1222,5,11400.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1222,24,81900.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1224,21,70600.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1224,1,5300.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1224,9,17300.0
2019,January,2019-01-01 23:00:00,Volkswagen Jetta,1224,23,53400.0
2019,January,2019-01-01 23:00:00,Volkswagen Jetta,1224,23,53400.0
2019,January,2019-01-01 23:00:00,BMW 5 Series,1224,3,30100.0
2019,January,2019-01-01 23:00:00,Ford Escape,1224,5,16900.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1224,19,69400.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1224,2,5800.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1403,8,37700.0
2019,January,2019-01-01 23:00:00,Toyota Corolla,1403,6,
2019,January,2019-01-01 23:00:00,Chevrolet Traverse,1403,24,143000.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1403,14,58300.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1403,8,17600.0
2019,January,2019-01-01 23:00:00,CHEVROLET TAHOE,1403,4,22700.0
2019,January,2019-01-01 23:00:00,BMW M4,1403,16,98500.0
2019,January,2019-01-01 23:00:00,Audi A4,1403,15,63000.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1403,8,24000.0
2019,January,2019-01-01 23:00:00,Chevrolet Malibu,1404,-18,41900.0
2019,January,2019-01-01 23:00:00,Audi Q5,1404,9,36900.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1404,9,14300.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1404,12,74700.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1404,20,121000.0
2019,January,2019-01-01 23:00:00,Honda Civic,1404,19,34100.0
2019,January,2019-01-01 23:00:00,Nissan Altima,1404,14,17600.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1405,22,95200.0
2019,January,2019-01-01 23:00:00,Mazda CX-5,1405,10,34800.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1405,11,47300.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1405,5,13900.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1405,13,55600.0
2019,January,2019-01-01 23:00:00,Subaru Forester,1405,20,69400.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1405,1,2500.0
2019,January,2019-01-01 23:00:00,Mercedes E-Class,1406,17,148300.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1406,3,12200.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1406,22,77500.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1406,5,8200.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1406,16,66300.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1406,15,46700.0
2019,January,2019-01-01 23:00:00,RAM 1500,1406,7,44200.0
2019,January,2019-01-01 23:00:00,Ford F-150,1406,13,44600.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1406,1,5300.0
2019,January,2019-01-01 23:00:00,RAM 1500,1407,15,37300.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1407,4,14000.0
2019,January,2019-01-01 23:00:00,Dodge Charger,1407,22,94300.0
2019,January,2019-01-01 23:00:00,Kia Telluride,1407,11,72500.0
2019,January,2019-01-01 23:00:00,Dodge Durango,1408,25,84200.0
2019,January,2019-01-01 23:00:00,Audi Q7,1408,25,272000.0
2019,January,2019-01-01 23:00:00,Honda Civic,1408,8,16500.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1408,10,24100.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1408,18,33700.0
2019,January,2019-01-01 23:00:00,Ford F-150,1408,13,76600.0
2019,January,2019-01-01 23:00:00,Audi Q5,1408,3,17500.0
2019,January,2019-01-01 23:00:00,Honda Civic,1409,25,74900.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1409,12,34100.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1409,14,50400.0
2019,January,2019-01-01 23:00:00,Mercedes E-Class,1409,20,213400.0
2019,January,2019-01-01 23:00:00,Kia Telluride,1409,-9,36500.0
2019,January,2019-01-01 23:00:00,Audi Q5,1409,11,84400.0
2019,January,2019-01-01 23:00:00,Ford F-150,1410,5,34200.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1410,9,34800.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1410,11,36100.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1410,9,37200.0
2019,January,2019-01-01 23:00:00,Toyota Corolla,1410,9,31400.0
2019,January,2019-01-01 23:00:00,Honda Accord,1410,24,83600.0
2019,January,2019-01-01 23:00:00,Mercedes C-Class,1410,12,45600.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1410,-21,39400.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1411,19,121800.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1411,9,36400.0
2019,January,2019-01-01 23:00:00,Ford F-150,1411,20,147200.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1411,25,136900.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1411,4,13000.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1412,25,60200.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1412,4,17800.0
2019,January,2019-01-01 23:00:00,Honda Accord,1412,2,5500.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1412,12,29700.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1412,1,5100.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1412,4,11900.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1412,15,83000.0
2019,January,2019-01-01 23:00:00,BMW X3,1413,8,61900.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1413,15,41700.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1413,20,76600.0
2019,January,2019-01-01 23:00:00,Subaru Forester,1413,16,72000.0
2019,January,2019-01-01 23:00:00,RAM 1500,1413,7,29600.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1413,9,57700.0
2019,January,2019-01-01 23:00:00,Dodge Durango,1413,9,45100.0
2019,January,2019-01-01 23:00:00,Mercedes GLE,1413,7,30800.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1413,16,56700.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1414,19,63300.0
2019,January,2019-01-01 23:00:00,BMW 3 Series,1414,12,56900.0
2019,January,2019-01-01 23:00:00,RAM 1500,1414,11,46300.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1414,10,32200.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1414,7,20400.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1414,25,94300.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1414,24,78600.0
2019,January,2019-01-01 23:00:00,BMW X3,1415,18,77600.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1415,21,147100.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1415,1,4900.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1415,15,52300.0
2019,January,2019-01-01 23:00:00,Ford Bronco,1415,9,55800.0
2019,January,2019-01-01 23:00:00,Ford F-150,1415,3,12900.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1415,21,78900.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1415,19,95500.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1416,17,59200.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1416,10,61500.0
2019,January,2019-01-01 23:00:00,Mercedes GLC,1416,10,68200.0
2019,January,2019-01-01 23:00:00,RAM 1500,1416,24,66400.0
2019,January,2019-01-01 23:00:00,Ford Bronco,1416,21,58500.0
2019,January,2019-01-01 23:00:00,Ford Escape,1417,16,39400.0
2019,January,2019-01-01 23:00:00,BMW X5,1417,23,133700.0
2019,January,2019-01-01 23:00:00,Ford F-150,1417,3,17600.0
2019,January,2019-01-01 23:00:00,Honda Civic,1417,21,63800.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1417,7,19900.0
2019,January,2019-01-01 23:00:00,Ford F-150,1418,15,87900.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1418,9,44500.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1418,3,12300.0
2019,January,2019-01-01 23:00:00,RAM 1500,1418,24,97000.0
2019,January,2019-01-01 23:00:00,Mercedes GLE,1418,3,17200.0
2019,January,2019-01-01 23:00:00,Dodge Durango,1418,19,
2019,January,2019-01-01 23:00:00,Subaru Forester,1418,25,96200.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1418,2,9300.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1419,11,34300.0
2019,January,2019-01-01 23:00:00,Subaru Forester,1419,6,15600.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1419,10,50400.0
2019,January,2019-01-01 23:00:00,Mercedes E-Class,1419,25,194400.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1419,11,25500.0
2019,January,2019-01-01 23:00:00,BMW 3 Series,1419,25,115400.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1419,1,5300.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1419,14,45500.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1420,4,8200.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1420,8,31900.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1420,1,4500.0
2019,January,2019-01-01 23:00:00,BMW X5,1420,4,29500.0
2019,January,2019-01-01 23:00:00,Subaru Forester,1420,5,16100.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1420,17,74700.0
2019,January,2019-01-01 23:00:00,Kia Telluride,1420,16,107900.0
2019,January,2019-01-01 23:00:00,Ford F-150,1421,11,79200.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1421,1,3200.0
2019,January,2019-01-01 23:00:00,Mercedes GLC,1421,19,131000.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1421,5,20500.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1421,11,46900.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1421,15,82200.0
2019,January,2019-01-01 23:00:00,RAM 1500,1421,23,82000.0
2019,January,2019-01-01 23:00:00,Volkswagen Jetta,1421,25,56900.0
2019,January,2019-01-01 23:00:00,Kia Telluride,1422,2,5000.0
2019,January,2019-01-01 23:00:00,Dodge Charger,1422,11,64600.0
2019,January,2019-01-01 23:00:00,Honda Accord,1422,15,27400.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1422,1,3700.0
2019,January,2019-01-01 23:00:00,Dodge Durango,1422,21,151600.0
2019,January,2019-01-01 23:00:00,Nissan Altima,1422,9,21200.0
2019,January,2019-01-01 23:00:00,BMW 3 Series,1422,21,57100.0
2019,January,2019-01-01 23:00:00,Audi Q5,1423,10,100600.0
2019,January,2019-01-01 23:00:00,Honda Accord,1423,14,71900.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1423,23,109000.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1423,-23,85900.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1423,11,64200.0
2019,January,2019-01-01 23:00:00,Audi A4,1423,12,56000.0
2019,January,2019-01-01 23:00:00,Toyota Corolla,1423,14,38100.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1423,6,14000.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1423,13,47500.0
2019,January,2019-01-01 23:00:00,Ford F-150,1424,6,15000.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1424,19,52400.0
2019,January,2019-01-01 23:00:00,Ford Escape,1424,23,53100.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1424,7,34000.0
2019,January,2019-01-01 23:00:00,Dodge Charger,1424,4,11600.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1424,19,50400.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1424,1,4800.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1425,10,40700.0
2019,January,2019-01-01 23:00:00,Audi Q5,1425,12,52700.0
2019,January,2019-01-01 23:00:00,RAM 1500,1425,9,54700.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1425,22,88400.0
2019,January,2019-01-01 23:00:00,Subaru Outback,1425,4,20100.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1425,-10,58000.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1426,18,123900.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1426,17,111900.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1426,9,65300.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1426,10,55900.0
2019,January,2019-01-01 23:00:00,Ford F-150,1426,4,18600.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1426,25,153700.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1427,24,89000.0
2019,January,2019-01-01 23:00:00,Honda Accord,1427,21,104900.0
2019,January,2019-01-01 23:00:00,Volkswagen Jetta,1427,8,19600.0
2019,January,2019-01-01 23:00:00,BMW M4,1427,18,130100.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1427,21,47700.0
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1427,23,88300.0
2019,January,2019-01-01 23:00:00,TOYOTA TACOMA,1427,5,9800.0
2019,January,2019-01-01 23:00:00,Chevrolet Traverse,1427,16,36500.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1428,14,66200.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1428,20,63900.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1428,2,7300.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1428,15,98900.0
2019,January,2019-01-01 23:00:00,Mazda CX-5,1428,4,21300.0
2019,January,2019-01-01 23:00:00,Honda Civic,1428,21,48700.0
2019,January,2019-01-01 23:00:00,Ford F-150,1428,7,51700.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1429,25,94600.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1429,8,19300.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1429,20,34300.0
2019,January,2019-01-01 23:00:00,Mercedes GLE,1429,5,64200.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1429,6,10400.0
2019,January,2019-01-01 23:00:00,RAM 1500,1429,5,11400.0
2019,January,2019-01-01 23:00:00,Ford Escape,1429,8,
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1429,9,17900.0
2019,January,2019-01-01 23:00:00,Mercedes C-Class,1429,17,52900.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1429,15,72500.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1430,22,80300.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1430,1,1900.0
2019,January,2019-01-01 23:00:00,Mercedes S-Class,1430,13,157600.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1430,23,162500.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1431,19,66800.0
2019,January,2019-01-01 23:00:00,Ford F-150,1431,20,99900.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1431,20,74100.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1431,4,18000.0
2019,January,2019-01-01 23:00:00,BMW X5,1432,9,59500.0
2019,January,2019-01-01 23:00:00,Audi Q5,1432,16,52600.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1432,3,9900.0
2019,January,2019-01-01 23:00:00,Audi Q7,1432,12,134400.0
2019,January,2019-01-01 23:00:00,Honda Civic,1432,19,79500.0
2019,January,2019-01-01 23:00:00,Dodge Durango,1432,22,59400.0
2019,January,2019-01-01 23:00:00,Jeep Grand Cherokee,1432,22,159200.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1432,24,39500.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1433,18,100300.0
2019,January,2019-01-01 23:00:00,Mercedes E-Class,1433,19,96600.0
2019,January,2019-01-01 23:00:00,Ford Mustang,1433,18,101800.0
2019,January,2019-01-01 23:00:00,Hyundai Sonata,1433,20,71600.0
2019,January,2019-01-01 23:00:00,Ford Bronco,1433,20,123000.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1433,9,16900.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1434,7,20100.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1434,6,33600.0
2019,January,2019-01-01 23:00:00,Toyota Camry,1434,25,116400.0
2019,January,2019-01-01 23:00:00,Audi Q5,1434,2,7900.0
2019,January,2019-01-01 23:00:00,Mercedes C-Class,1434,2,13200.0
2019,January,2019-01-01 23:00:00,Honda Civic,1434,22,55500.0
2019,January,2019-01-01 23:00:00,Ford F-150,1434,14,50300.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1434,4,10600.0
2019,January,2019-01-01 23:00:00,Toyota Corolla,1434,22,66900.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1434,22,75300.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1435,14,32600.0
2019,January,2019-01-01 23:00:00,Ford Explorer,1435,23,68000.0
2019,January,2019-01-01 23:00:00,Mazda CX-5,1435,22,102200.0
2019,January,2019-01-01 23:00:00,Jeep Wrangler,1435,24,
2019,January,2019-01-01 23:00:00,Chevrolet Silverado,1435,3,20900.0
2019,January,2019-01-01 23:00:00,Toyota Tacoma,1435,19,68200.0
2019,January,2019-01-01 23:00:00,BMW 3 Series,1435,10,
2019,January,2019-01-01 23:00:00,Ford F-150,1436,4,13700.0
2019,January,2019-01-01 23:00:00,Mazda CX-5,1436,17,30700.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1436,24,70000.0
2019,January,2019-01-01 23:00:00,Kia Sportage,1436,6,9700.0
2019,January,2019-01-01 23:00:00,Chevrolet Traverse,1436,17,69200.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1437,6,43900.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1437,21,36400.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1437,21,81600.0
2019,January,2019-01-01 23:00:00,Ford F-150,1437,25,131600.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1437,19,99000.0
2019,January,2019-01-01 23:00:00,Ford Escape,1437,11,50000.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1438,12,43100.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1438,15,32100.0
2019,January,2019-01-01 23:00:00,Hyundai Tucson,1438,10,16800.0
2019,January,2019-01-01 23:00:00,RAM 1500,1438,3,17200.0
2019,January,2019-01-01 23:00:00,Mercedes GLE,1438,15,135500.0
2019,January,2019-01-01 23:00:00,Audi Q7,1439,11,140700.0
2019,January,2019-01-01 23:00:00,Honda CR-V,1439,21,47200.0
2019,January,2019-01-01 23:00:00,Dodge Charger,1439,15,96600.0
2019,January,2019-01-01 23:00:00,Hyundai Santa Fe,1439,20,48000.0
2019,January,2019-01-01 23:00:00,Chevrolet Equinox,1439,10,29100.0
2019,January,2019-01-01 23:00:00,Honda Pilot,1439,22,109600.0
2019,January,2019-01-01 23:00:00,Ford F-150,1439,21,82500.0
2019,January,2019-01-01 23:00:00,Toyota RAV4,1439,18,79600.0
2019,January,2019-01-01 23:00:00,Toyota Highlander,1439,24,150400.0
2019,January,2019-01-01 23:00:00,Audi A4,1440,20,125100.0
2019,January,2019-01-01 23:00:00,Chevrolet Malibu,1440,18,44500.0
2019,January,2019-01-01 23:00:00,Mercedes E-Class,1440,5,43900.0
2019,January,2019-01-01 23:00:00,Ford F-150,1440,24,181100.0
2019,January,2019-01-01 23:00:00,Chevrolet Tahoe,1440,3,22900.0
2019,January,2019-01-01 23:00:00,Nissan Rogue,1440,12,18200.0
2019,January,2019-01-01 23:00:00,Kia Telluride,1440,7,25100.0
2019,January,2019-01-01 23:00:00,Honda Accord,1440,7,16100.0
2019,February,2019-02-01 23:00:00,CHEVROLET SILVERADO,1402,24,170200.0
2019,February,2019-02-01 23:00:00,RAM 1500,1402,11,79300.0
2019,February,2019-02-01 23:00:00,BMW 5 Series,1402,20,114800.0
2019,February,2019-02-01 23:00:00,BMW X5,1402,23,231500.0
2019,February,2019-02-01 23:00:00,Jeep Grand Cherokee,1215,20,73100.0
2019,February,2019-02-01 23:00:00,Toyota Corolla,1215,15,26500.0
2019,February,2019-02-01 23:00:00,Chevrolet Traverse,1215,16,93800.0
2019,February,2019-02-01 23:00:00,Nissan Rogue,1215,22,110500.0
2019,February,2019-02-01 23:00:00,RAM 1500,1336,9,22500.0
2019,February,2019-02-01 23:00:00,BMW 3 Series,1336,12,65900.0
2019,February,2019-02-01 23:00:00,Honda Civic,1336,17,65500.0
2019,February,2019-02-01 23:00:00,Ford F-150,1336,25,74400.0
2019,February,2019-02-01 23:00:00,Ford Explorer,1336,17,43500.0
2019,February,2019-02-01 23:00:00,Mercedes GLC,1336,8,68700.0
2019,February,2019-02-01 23:00:00,Honda Civic,1301,-3,7100.0
2019,February,2019-02-01 23:00:00,Honda Accord,1301,4,18500.0
2019,February,2019-02-01 23:00:00,Ford F-150,1401,7,46600.0
2019,February,2019-02-01 23:00:00,Toyota Corolla,1401,24,68200.0
2019,February,2019-02-01 23:00:00,Subaru Forester,1401,25,61200.0
2019,February,2019-02-01 23:00:00,Honda Pilot,1401,2,6300.0
2019,February,2019-02-01 23:00:00,Volkswagen Tiguan,1401,20,67800.0
2019,February,2019-02-01 23:00:00,Jeep Wrangler,1401,16,
2019,February,2019-02-01 23:00:00,Mercedes S-Class,1401,17,243900.0
2019,February,2019-02-01 23:00:00,Subaru Outback,1401,10,31700.0
2019,February,2019-02-01 23:00:00,Toyota Camry,1401,8,26800.0
2019,February,2019-02-01 23:00:00,Toyota Highlander,1217,21,82100.0
2019,February,2019-02-01 23:00:00,Nissan Rogue,1217,24,36300.0
